OperonID	GI	Synonym	Start	End	Strand	Length	COG_number	Product
1253049	385778488	Clo1313_1138	1356402	1357103	+	233	-	hypothetical protein
1253049	385778487	Clo1313_1137	1355689	1356402	+	237	-	hypothetical protein
1253050	385778493	Clo1313_1143	1360969	1363170	+	733	-	7TM receptor with intracellular metal dependent phosphohydrolase
1253050	385778492	Clo1313_1142	1359924	1360925	+	333	-	PhoH family protein
1253050	385778491	Clo1313_1141	1358727	1359923	+	398	-	sporulation protein YqfD
1253050	385778490	Clo1313_1140	1358394	1358711	+	105	-	sporulation protein YqfC
1253051	385778496	Clo1313_1146	1364417	1365310	+	297	-	GTP-binding protein Era
1253051	385778495	Clo1313_1145	1363975	1364361	+	128	-	cytidine deaminase
1253052	385778498	Clo1313_1148	1365618	1366373	+	251	-	DNA repair protein RecO
1253052	385778497	Clo1313_1147	1365459	1365602	+	47	-	hypothetical protein
1253053	385778501	Clo1313_1151	1369012	1370190	+	392	-	thiamine biosynthesis/tRNA modification protein ThiI
1253053	385778500	Clo1313_1150	1367852	1369015	+	387	-	cysteine desulfurase
1253054	385778503	Clo1313_1153	1371753	1372439	+	228	-	hypothetical protein
1253054	385778502	Clo1313_1152	1370311	1371735	+	474	-	VanW family protein
1253055	385778509	Clo1313_1159	1379602	1380558	-	318	-	ATPase
1253055	385778508	Clo1313_1158	1378407	1379615	-	402	-	hypothetical protein
1253055	385778507	Clo1313_1157	1375701	1378373	-	890	-	transglutaminase domain-containing protein
1253056	385778513	Clo1313_1163	1384834	1385883	+	349	-	recA protein
1253056	385778512	Clo1313_1162	1383156	1384733	+	525	-	integral membrane protein MviN
1253056	385778511	Clo1313_1161	1381870	1383111	+	413	-	competence/damage-inducible protein CinA
1253057	385778515	Clo1313_1165	1386954	1388489	+	511	-	rhomboid family protein
1253057	385778514	Clo1313_1164	1386297	1386917	+	206	-	regulatory protein RecX
1253058	385778530	Clo1313_1180	1402633	1403190	+	185	-	hypothetical protein
1253058	385778529	Clo1313_1179	1402496	1402615	+	39	-	hypothetical protein
1253059	385778534	Clo1313_1184	1406722	1407546	+	274	-	hypothetical protein
1253059	385778533	Clo1313_1183	1405229	1406662	+	477	-	glutamyl-tRNA(Gln) amidotransferase subunit B
1253059	385778532	Clo1313_1182	1403755	1405215	+	486	-	glutamyl-tRNA(Gln) amidotransferase subunit A
1253059	385778531	Clo1313_1181	1403426	1403713	+	95	-	glutamyl-tRNA(Gln) amidotransferase subunit C
1253060	385778542	Clo1313_1192	1414648	1415667	+	339	-	NAD-dependent glycerol-3-phosphate dehydrogenase domain-containing protein
1253060	385778541	Clo1313_1191	1413984	1414634	+	216	-	hypothetical protein
1253060	385778540	Clo1313_1190	1412656	1413978	+	440	-	ribosome-associated GTPase EngA
1253060	385778539	Clo1313_1189	1411284	1412606	+	440	-	hypothetical protein
1253061	385778546	Clo1313_1196	1420689	1421558	+	289	-	binding-protein-dependent transport system inner membrane protein
1253061	385778545	Clo1313_1195	1419706	1420689	+	327	-	binding-protein-dependent transport system inner membrane protein
1253062	385778554	Clo1313_1204	1429288	1430943	-	551	-	peptidoglycan glycosyltransferase
1253062	385778553	Clo1313_1203	1428499	1429209	-	236	-	RNA polymerase sigma 28 subunit SigK
1253063	385778556	Clo1313_1206	1432538	1433176	-	212	-	O-methyltransferase family protein
1253063	385778555	Clo1313_1205	1431241	1432476	-	411	-	peptidase U32
1253064	385778563	Clo1313_1213	1439741	1439941	+	66	-	hypothetical protein
1253064	385778562	Clo1313_1212	1439187	1439738	+	183	-	ribosome recycling factor
1253064	385778561	Clo1313_1211	1438460	1439167	+	235	-	uridylate kinase
1253065	385778566	Clo1313_1216	1441693	1442838	+	381	-	1-deoxy-D-xylulose 5-phosphate reductoisomerase
1253065	385778565	Clo1313_1215	1440824	1441660	+	278	-	phosphatidate cytidylyltransferase
1253065	385778564	Clo1313_1214	1440063	1440821	+	252	-	undecaprenyl diphosphate synthase
1253066	385778570	Clo1313_1220	1449929	1450024	+	31	-	hypothetical protein
1253066	385778569	Clo1313_1219	1445601	1449929	+	1442	-	DNA polymerase III subunit alpha
1253066	385778568	Clo1313_1218	1444525	1445583	+	352	-	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase
1253067	385778579	Clo1313_1229	1458239	1459177	+	312	-	riboflavin biosynthesis protein RibF
1253067	385778578	Clo1313_1228	1457279	1458172	+	297	-	tRNA pseudouridine synthase B
1253067	385778577	Clo1313_1227	1456319	1457275	+	318	-	phosphoesterase RecJ domain-containing protein
1253067	385778576	Clo1313_1226	1455897	1456268	+	123	-	ribosome-binding factor A
1253067	385778575	Clo1313_1225	1452726	1455833	+	1035	-	translation initiation factor IF-2
1253067	385778574	Clo1313_1224	1452395	1452748	+	117	-	ribosomal protein L7Ae/L30e/S12e/Gadd45
1253067	385778573	Clo1313_1223	1452130	1452408	+	92	-	hypothetical protein
1253067	385778572	Clo1313_1222	1450833	1452047	+	404	-	NusA antitermination factor
1253068	385778583	Clo1313_1233	1462192	1463154	+	320	-	prolipoprotein diacylglyceryl transferase
1253068	385778582	Clo1313_1232	1460897	1462174	+	425	-	peptidase M16 domain-containing protein
1253068	385778581	Clo1313_1231	1459562	1460854	+	430	-	peptidase M16 domain-containing protein
1253069	385778587	Clo1313_1237	1465559	1466500	+	313	-	S-adenosyl-methyltransferase MraW
1253069	385778586	Clo1313_1236	1465075	1465509	+	144	-	MraZ protein
1253070	385778594	Clo1313_1244	1475048	1476157	+	369	-	UDP-N-acetylglucosamine--N-acetylmuramyl- (pentapeptide) pyrophosphoryl-UDP N- acetylglucosamine transferase
1253070	385778593	Clo1313_1243	1473884	1475035	+	383	-	stage V sporulation protein E
1253070	385778592	Clo1313_1242	1472817	1473803	+	328	-	phospho-N-acetylmuramoyl-pentapeptide-transferase
1253070	385778591	Clo1313_1241	1471356	1472729	+	457	-	UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate/D-alanyl-D-alanyl ligase
1253070	385778590	Clo1313_1240	1469877	1471334	+	485	-	UDP-N-acetylmuramyl tripeptide synthetase
1253070	385778589	Clo1313_1239	1467628	1469799	+	723	-	penicillin-binding protein transpeptidase
1253071	385778603	Clo1313_1254	1485599	1486477	-	292	-	dihydrodipicolinate synthase
1253071	385778602	Clo1313_1253	1484781	1485539	-	252	-	dihydrodipicolinate reductase
1253071	385778601	Clo1313_1252	1484300	1484758	-	152	-	amino acid-binding ACT protein
1253072	385778607	Clo1313_1258	1491358	1492482	+	374	-	queuine tRNA-ribosyltransferase
1253072	385778606	Clo1313_1257	1490269	1491294	+	341	-	S-adenosylmethionine/tRNA-ribosyltransferase-isomerase
1253073	385778614	Clo1313_1265	1496159	1497445	+	428	-	dihydroorotase
1253073	385778613	Clo1313_1264	1495237	1496175	+	312	-	aspartate carbamoyltransferase
1253073	385778612	Clo1313_1263	1495003	1495146	+	47	-	helicase domain-containing protein
1253073	385778611	Clo1313_1262	1494403	1494957	+	184	-	phosphoribosyltransferase
1253074	385778619	Clo1313_1270	1503737	1504660	+	307	-	dihydroorotate dehydrogenase family protein
1253074	385778618	Clo1313_1269	1502959	1503744	+	261	-	Dihydroorotate dehydrogenase, electron transfer subunit, iron-sulfur cluster binding domain
1253074	385778617	Clo1313_1268	1499715	1502933	+	1072	-	carbamoyl-phosphate synthase large subunit
1253074	385778616	Clo1313_1267	1498551	1499624	+	357	-	carbamoyl-phosphate synthase small subunit
1253074	385778615	Clo1313_1266	1497577	1498521	+	314	-	orotidine 5'-phosphate decarboxylase
1253075	385778623	Clo1313_1274	1507966	1508217	+	83	-	hypothetical protein
1253075	385778622	Clo1313_1273	1506515	1507966	+	483	-	Rad50 zinc hook domain-containing protein
1253075	385778621	Clo1313_1272	1505526	1506518	+	330	-	metallophosphoesterase
1253076	385778625	Clo1313_1276	1509708	1510325	+	205	-	CDP-diacylglycerol/glycerol-3-phosphate 3-phosphatidyltransferase
1253076	385778624	Clo1313_1275	1508363	1509724	+	453	-	MiaB-like tRNA modifying enzyme YliG
1253077	385778632	Clo1313_1283	1515961	1516704	+	247	-	3-oxoacyl-(acyl-carrier-protein) reductase
1253077	385778631	Clo1313_1282	1514984	1515919	+	311	-	malonyl CoA-acyl carrier protein transacylase
1253077	385778630	Clo1313_1281	1513935	1514930	+	331	-	3-oxoacyl-(acyl-carrier-protein) synthase III
1253077	385778629	Clo1313_1280	1512932	1513951	+	339	-	fatty acid/phospholipid synthesis protein PlsX
1253077	385778628	Clo1313_1279	1512322	1512870	+	182	-	regulatory protein DeoR
1253078	385778641	Clo1313_1292	1526799	1527446	+	215	-	hypothetical protein
1253078	385778640	Clo1313_1291	1525855	1526763	+	302	-	signal recognition particle-docking protein FtsY
1253078	385778639	Clo1313_1290	1522246	1525818	+	1190	-	chromosome segregation protein SMC
1253079	385778649	Clo1313_1300	1535613	1541648	+	2011	-	Dockerin type 1
1253079	385778648	Clo1313_1299	1534503	1535576	+	357	-	fibronectin type III domain-containing protein
1253080	385778653	Clo1313_1304	1546093	1548627	-	844	-	hypothetical protein
1253080	385778652	Clo1313_1303	1544913	1546115	-	400	-	hypothetical protein
1253081	385778658	Clo1313_1309	1555397	1555852	+	151	-	lipoprotein signal peptidase
1253081	385778657	Clo1313_1308	1553628	1555316	+	562	-	family 5 extracellular solute-binding protein
1253081	385778656	Clo1313_1307	1553530	1553631	+	33	-	hypothetical protein
1253081	385778655	Clo1313_1306	1552694	1553533	+	279	-	hypothetical protein
1253082	385778662	Clo1313_1313	1558661	1559326	+	221	-	metal dependent phosphohydrolase
1253082	385778661	Clo1313_1312	1557278	1558630	+	450	-	radical SAM protein
1253083	385778664	Clo1313_1315	1560819	1561775	+	318	-	protein-export membrane protein SecF
1253083	385778663	Clo1313_1314	1559489	1560826	+	445	-	protein-export membrane protein SecD
1253084	385778667	Clo1313_1318	1563913	1564293	+	126	-	aspartate 1-decarboxylase
1253084	385778666	Clo1313_1317	1563062	1563907	+	281	-	pantoate--beta-alanine ligase
1253084	385778665	Clo1313_1316	1562150	1563001	+	283	-	3-methyl-2-oxobutanoate hydroxymethyltransferase
1253085	385778673	Clo1313_1324	1569373	1570449	+	358	-	RpoD subfamily RNA polymerase sigma-70 subunit
1253085	385778672	Clo1313_1323	1567521	1569323	+	600	-	DNA primase
1253085	385778671	Clo1313_1322	1567427	1567528	+	33	-	hypothetical protein
1253086	385778677	Clo1313_1328	1572307	1573413	+	368	-	hypothetical protein
1253086	385778676	Clo1313_1327	1571589	1572293	+	234	-	hypothetical protein
1253087	385778680	Clo1313_1331	1575220	1576209	+	329	-	hypothetical protein
1253087	385778679	Clo1313_1330	1574537	1575199	+	220	-	ECF subfamily RNA polymerase sigma-24 subunit
1253088	385778685	Clo1313_1336	1580963	1581529	+	188	-	lytic transglycosylase
1253088	385778684	Clo1313_1335	1580338	1580925	+	195	-	dephospho-CoA kinase
1253089	385778697	Clo1313_1348	1594394	1595050	+	218	-	phosphoribosylanthranilate isomerase
1253089	385778696	Clo1313_1347	1593608	1594390	+	260	-	Indole-3-glycerol phosphate synthase
1253089	385778695	Clo1313_1346	1592505	1593542	+	345	-	anthranilate phosphoribosyltransferase
1253089	385778694	Clo1313_1345	1591840	1592430	+	196	-	glutamine amidotransferase of anthranilate synthase
1253089	385778693	Clo1313_1344	1590359	1591843	+	494	-	anthranilate synthase component I
1253090	385778702	Clo1313_1353	1597399	1597605	+	68	-	4Fe-4S ferredoxin
1253090	385778701	Clo1313_1352	1596676	1597386	+	236	-	type IV pilus assembly PilZ
1253090	385778700	Clo1313_1351	1595994	1596662	+	222	-	hypothetical protein
1253090	385778699	Clo1313_1350	1595707	1595877	+	56	-	hypothetical protein
1253090	385778698	Clo1313_1349	1595145	1595732	+	195	-	NADPH-dependent FMN reductase
1253091	385778705	Clo1313_1356	1599512	1600057	+	181	-	Pyruvate/ketoisovalerate oxidoreductase, catalytic domain
1253091	385778704	Clo1313_1355	1598765	1599511	+	248	-	thiamine pyrophosphate TPP-binding domain-containing protein
1253091	385778703	Clo1313_1354	1597656	1598714	+	352	-	pyruvate flavodoxin/ferredoxin oxidoreductase domain-containing protein
1253092	385778711	Clo1313_1362	1605849	1606838	-	329	-	hypothetical protein
1253092	385778710	Clo1313_1361	1605249	1605794	-	181	-	hypothetical protein
1253093	385778717	Clo1313_1368	1612404	1613249	+	281	-	prepilin peptidase
1253093	385778716	Clo1313_1367	1610633	1612318	+	561	-	type II secretion system protein E
1253093	385778715	Clo1313_1366	1609641	1610537	+	298	-	shikimate 5-dehydrogenase
1253093	385778714	Clo1313_1365	1609093	1609596	+	167	-	HAD superfamily phosphatase
1253094	385778721	Clo1313_1372	1615188	1616267	+	359	-	peptidase M24
1253094	385778720	Clo1313_1371	1614677	1615105	+	142	-	3-dehydroquinate dehydratase
1253094	385778719	Clo1313_1370	1613809	1614699	+	296	-	xylose isomerase domain-containing protein
1253095	385778726	Clo1313_1377	1619546	1620067	+	173	-	stage III sporulation protein AB
1253095	385778725	Clo1313_1376	1618533	1619543	+	336	-	stage III sporulation protein AA
1253096	385778731	Clo1313_1382	1622739	1623362	+	207	-	stage III sporulation protein AG
1253096	385778730	Clo1313_1381	1622096	1622728	+	210	-	stage III sporulation protein AF
1253096	385778729	Clo1313_1380	1620844	1622073	+	409	-	stage III sporulation protein AE
1253096	385778728	Clo1313_1379	1620390	1620779	+	129	-	stage III sporulation protein AD
1253096	385778727	Clo1313_1378	1620170	1620364	+	64	-	stage III sporulation protein AC
1253097	385778735	Clo1313_1386	1625387	1625620	+	77	-	hypothetical protein
1253097	385778734	Clo1313_1385	1624825	1625373	+	182	-	hypothetical protein
1253098	385778740	Clo1313_1391	1628585	1629031	+	148	-	acid phosphatase/vanadium-dependent haloperoxidase-like protein
1253098	385778739	Clo1313_1390	1627651	1628547	+	298	-	polyprenyl synthetase
1253098	385778738	Clo1313_1389	1627428	1627670	+	80	-	exodeoxyribonuclease VII small subunit
1253098	385778737	Clo1313_1388	1626159	1627394	+	411	-	exodeoxyribonuclease VII large subunit
1253098	385778736	Clo1313_1387	1625675	1626112	+	145	-	NusB antitermination factor
1253099	385778744	Clo1313_1395	1633494	1634279	+	261	-	hypothetical protein
1253099	385778743	Clo1313_1394	1632629	1633441	+	270	-	hemolysin A
1253099	385778742	Clo1313_1393	1630683	1632566	+	627	-	deoxyxylulose-5-phosphate synthase
1253099	385778741	Clo1313_1392	1629924	1630652	+	242	-	hypothetical protein
1253100	385778749	Clo1313_1400	1641735	1643747	+	670	-	hypothetical protein
1253100	385778748	Clo1313_1399	1641265	1641663	+	132	-	hypothetical protein
1253101	385778751	Clo1313_1402	1644636	1645310	+	224	-	hypothetical protein
1253101	385778750	Clo1313_1401	1643788	1644651	+	287	-	ABC transporter
1253102	385778755	Clo1313_1407	1653004	1654716	+	570	-	DNA repair protein RecN
1253102	385778754	Clo1313_1406	1652487	1652948	+	153	-	arginine repressor ArgR
1253102	385778753	Clo1313_1405	1651616	1652485	+	289	-	ATP-NAD/AcoX kinase
1253103	385778764	Clo1313_1416	1665662	1666072	+	136	-	response regulator receiver protein
1253103	385778763	Clo1313_1415	1662905	1665613	+	902	-	multi-sensor hybrid histidine kinase
1253103	385778762	Clo1313_1414	1661855	1662889	+	344	-	response regulator receiver modulated CheB methylesterase
1253103	385778761	Clo1313_1413	1661020	1661838	+	272	-	chemotaxis protein CheR
1253103	385778760	Clo1313_1412	1660503	1660994	+	163	-	CheW protein
1253103	385778759	Clo1313_1411	1658339	1660486	+	715	-	CheA signal transduction histidine kinase
1253103	385778758	Clo1313_1410	1657944	1658297	+	117	-	response regulator receiver protein
1253104	385778768	Clo1313_1420	1668540	1668713	+	57	-	hypothetical protein
1253104	385778767	Clo1313_1419	1668227	1668487	+	86	-	hypothetical protein
1253105	385778771	Clo1313_1423	1671537	1672214	-	225	-	winged helix family two component transcriptional regulator
1253105	385778770	Clo1313_1422	1670324	1671535	-	403	-	integral membrane sensor signal transduction histidine kinase
1253106	385778777	Clo1313_1429	1681580	1682284	+	234	-	alanine racemase
1253106	385778776	Clo1313_1428	1680275	1681543	+	422	-	hypothetical protein
1253106	385778775	Clo1313_1427	1678963	1680255	+	430	-	aluminum resistance family protein
1253107	385778781	Clo1313_1433	1683973	1684437	+	154	-	DivIVA domain
1253107	385778780	Clo1313_1432	1683168	1683959	+	263	-	RNA-binding S4 domain-containing protein
1253107	385778779	Clo1313_1431	1682857	1683141	+	94	-	hypothetical protein
1253107	385778778	Clo1313_1430	1682370	1682837	+	155	-	hypothetical protein
1253108	385778783	Clo1313_1435	1687712	1688794	+	360	-	3-dehydroquinate synthase
1253108	385778782	Clo1313_1434	1684838	1687633	+	931	-	isoleucyl-tRNA synthetase
1253109	385778786	Clo1313_1438	1690693	1692135	+	480	-	MiaB family RNA modification protein
1253109	385778785	Clo1313_1437	1689756	1690631	+	291	-	hypothetical protein
1253110	385778795	Clo1313_1447	1704382	1705323	+	313	-	tRNA delta(2)-isopentenylpyrophosphate transferase
1253110	385778794	Clo1313_1446	1702097	1704364	+	755	-	DNA mismatch repair protein MutL
1253110	385778793	Clo1313_1445	1699415	1702027	+	870	-	DNA mismatch repair protein MutS
1253110	385778792	Clo1313_1444	1698991	1699383	+	130	-	hypothetical protein
1253111	385778802	Clo1313_1454	1709256	1709486	+	76	-	nucleic acid binding protein
1253111	385778801	Clo1313_1453	1708937	1709182	+	81	-	30S ribosomal protein S16
1253111	385778800	Clo1313_1452	1707557	1708897	+	446	-	signal recognition particle protein
1253111	385778799	Clo1313_1451	1707162	1707515	+	117	-	helix-turn-helix protein YlxM/p13 family protein
1253112	385778804	Clo1313_1456	1710114	1710857	+	247	-	tRNA (guanine-N1)-methyltransferase
1253112	385778803	Clo1313_1455	1709603	1710127	+	174	-	16S rRNA processing protein RimM
1253113	385778812	Clo1313_1464	1716581	1716973	+	130	-	hypothetical protein
1253113	385778811	Clo1313_1463	1716282	1716566	+	94	-	type III secretion exporter
1253113	385778810	Clo1313_1462	1714630	1716264	+	544	-	hypothetical protein
1253113	385778809	Clo1313_1461	1713807	1714592	+	261	-	Ribonuclease H
1253113	385778808	Clo1313_1460	1713092	1713745	+	217	-	hypothetical protein
1253113	385778807	Clo1313_1459	1712197	1713072	+	291	-	ribosome biogenesis GTP-binding protein YlqF
1253113	385778806	Clo1313_1458	1711507	1712172	+	221	-	signal peptidase I
1253114	385778823	Clo1313_1475	1726855	1727919	+	354	-	extracellular solute-binding protein
1253114	385778822	Clo1313_1474	1726064	1726858	+	264	-	binding-protein-dependent transport system inner membrane protein
1253114	385778821	Clo1313_1473	1725243	1726070	+	275	-	binding-protein-dependent transport system inner membrane protein
1253114	385778820	Clo1313_1472	1724188	1725246	+	352	-	spermidine/putrescine ABC transporter ATPase
1253114	385778819	Clo1313_1471	1723639	1724178	+	179	-	cupin
1253115	385778851	Clo1313_1503	1765515	1766699	-	394	-	cysteine desulfurase NifS
1253115	385778850	Clo1313_1502	1765064	1765513	-	149	-	FeS cluster assembly scaffold protein NifU
1253115	385778849	Clo1313_1501	1763966	1765045	-	359	-	tRNA (5-methyl aminomethyl-2-thiouridylate)-methyltransferase
1253116	385778861	Clo1313_1513	1773668	1774024	-	118	-	chorismate mutase
1253116	385778860	Clo1313_1512	1772917	1773600	-	227	-	cytidylate kinase
1253116	385778859	Clo1313_1511	1772316	1772927	-	203	-	1-acyl-sn-glycerol-3-phosphate acyltransferase
1253116	385778858	Clo1313_1510	1770230	1772314	-	694	-	hydroxymethylbutenyl pyrophosphate reductase
1253117	385778867	Clo1313_1519	1778095	1778262	-	55	-	hypothetical protein
1253117	385778866	Clo1313_1518	1777171	1778070	-	299	-	RpiR family transcriptional regulator
1253117	385778865	Clo1313_1517	1776537	1777166	-	209	-	phosphoglycerate mutase
1253117	385778864	Clo1313_1516	1775285	1776514	-	409	-	hypothetical protein
1253118	385778874	Clo1313_1526	1782455	1784005	-	516	-	carboxyl transferase
1253118	385778873	Clo1313_1525	1782257	1782427	-	56	-	sodium pump decarboxylase subunit gamma
1253118	385778872	Clo1313_1524	1781832	1782230	-	132	-	biotin/lipoyl attachment domain-containing protein
1253119	385778878	Clo1313_1530	1786662	1787489	-	275	-	spermidine synthase
1253119	385778877	Clo1313_1529	1785762	1786631	-	289	-	agmatinase
1253119	385778876	Clo1313_1528	1785187	1785753	-	188	-	rRNA methylase
1253120	385778881	Clo1313_1533	1789164	1789772	-	202	-	hypothetical protein
1253120	385778880	Clo1313_1532	1788632	1789120	-	162	-	sporulation protein YtfJ
1253121	385778886	Clo1313_1538	1793008	1793679	-	223	-	peptidase M50
1253121	385778885	Clo1313_1537	1791926	1792951	-	341	-	tryptophanyl-tRNA synthetase
1253121	385778884	Clo1313_1536	1791093	1791887	-	264	-	chromosome segregation and condensation protein ScpA
1253121	385778883	Clo1313_1535	1790477	1791073	-	198	-	chromosome segregation and condensation protein ScpB
1253121	385778882	Clo1313_1534	1789877	1790446	-	189	-	RDD domain-containing protein
1253122	385778894	Clo1313_1546	1804688	1805854	-	388	-	phosphopentomutase
1253122	385778893	Clo1313_1545	1803355	1804656	-	433	-	pyrimidine-nucleoside phosphorylase
1253122	385778892	Clo1313_1544	1802049	1803263	-	404	-	serine-type D-Ala-D-Ala carboxypeptidase
1253123	385778898	Clo1313_1550	1808685	1809128	-	147	-	Ribonuclease H
1253123	385778897	Clo1313_1549	1808116	1808664	-	182	-	NUDIX hydrolase
1253124	385778905	Clo1313_1557	1814963	1816732	-	589	-	GerA spore germination protein
1253124	385778904	Clo1313_1556	1813778	1814929	-	383	-	spore germination protein
1253124	385778903	Clo1313_1555	1812519	1813829	-	436	-	Ger(x)C family germination protein
1253124	385778902	Clo1313_1554	1812339	1812503	-	54	-	hypothetical protein
1253124	385778901	Clo1313_1553	1811227	1812324	-	365	-	spore germination protein
1253125	385778907	Clo1313_1559	1817790	1818758	-	322	-	HflK protein
1253125	385778906	Clo1313_1558	1816919	1817788	-	289	-	HflC protein
1253126	385778923	Clo1313_1576	1834486	1834779	-	97	-	hypothetical protein
1253126	385778922	Clo1313_1575	1833863	1834363	-	166	-	hypothetical protein
1253126	385778921	Clo1313_1574	1833196	1833870	-	224	-	hypothetical protein
1253127	385778927	Clo1313_1580	1838251	1840341	-	696	-	anaerobic ribonucleoside-triphosphate reductase
1253127	385778926	Clo1313_1579	1837565	1838254	-	229	-	anaerobic ribonucleoside-triphosphate reductase activating protein
1253128	385778929	Clo1313_1582	1843333	1843977	-	214	-	Vitamin B12 dependent methionine synthase activation subunit
1253128	385778928	Clo1313_1581	1840926	1843340	-	804	-	homocysteine S-methyltransferase
1253129	385778932	Clo1313_1585	1845571	1845813	+	80	-	Coat F domain-containing protein
1253129	385778931	Clo1313_1584	1845369	1845554	+	61	-	hypothetical protein
1253130	385778948	Clo1313_1601	1864031	1864906	-	291	-	hypothetical protein
1253130	385778947	Clo1313_1600	1863225	1864061	-	278	-	hypothetical protein
1253130	385778946	Clo1313_1599	1861758	1863203	-	481	-	type II secretion system protein E
1253130	385778945	Clo1313_1598	1860791	1861768	-	325	-	hypothetical protein
1253130	385778944	Clo1313_1597	1859913	1860797	-	294	-	hypothetical protein
1253130	385778943	Clo1313_1596	1859636	1859851	-	71	-	hypothetical protein
1253130	385778942	Clo1313_1595	1858976	1859578	-	200	-	hypothetical protein
1253130	385778941	Clo1313_1594	1858472	1858957	-	161	-	hypothetical protein
1253131	385778954	Clo1313_1607	1876662	1877690	+	342	-	translation initiation factor, aIF-2BI family
1253131	385778953	Clo1313_1606	1875811	1876617	+	268	-	methylthioadenosine phosphorylase
1253132	385778958	Clo1313_1611	1880937	1881101	+	54	-	hypothetical protein
1253132	385778957	Clo1313_1610	1878775	1880940	+	721	-	ferrous iron transport protein B
1253132	385778956	Clo1313_1609	1878480	1878701	+	73	-	FeoA family protein
1253133	385778961	Clo1313_1614	1883079	1884380	-	433	-	phenylacetate--CoA ligase
1253133	385778960	Clo1313_1613	1882593	1883024	-	143	-	amino acid-binding ACT protein
1253133	385778959	Clo1313_1612	1881261	1882559	-	432	-	AAA ATPase
1253134	385778963	Clo1313_1616	1885068	1886804	-	578	-	indolepyruvate ferredoxin oxidoreductase subunit alpha
1253134	385778962	Clo1313_1615	1884490	1885065	-	191	-	indolepyruvate ferredoxin oxidoreductase subunit beta
1253135	385778969	Clo1313_1622	1893911	1894960	-	349	-	peptidase M42 family protein
1253135	385778968	Clo1313_1621	1892868	1893917	-	349	-	cellulase
1253135	385778967	Clo1313_1620	1891844	1892821	-	325	-	peptidase M42 family protein
1253136	385778973	Clo1313_1626	1898965	1899489	-	174	-	N-acetyltransferase GCN5
1253136	385778972	Clo1313_1625	1898683	1898940	-	85	-	hypothetical protein
1253136	385778971	Clo1313_1624	1897567	1898679	-	370	-	NLP/P60 protein
1253137	385778977	Clo1313_1630	1903061	1904170	-	369	-	thiazole biosynthesis protein ThiH
1253137	385778976	Clo1313_1629	1902340	1902984	-	214	-	thiamine biosynthesis protein ThiF
1253137	385778975	Clo1313_1628	1901270	1902340	-	356	-	thiamine-phosphate pyrophosphorylase
1253137	385778974	Clo1313_1627	1899970	1901268	-	432	-	thiamine biosynthesis protein ThiC
1253138	385778979	Clo1313_1632	1905069	1905269	-	66	-	thiamine biosynthesis protein ThiS
1253138	385778978	Clo1313_1631	1904299	1905066	-	255	-	thiazole biosynthesis family protein
1253139	385778988	Clo1313_1644	1918472	1918804	-	110	-	hypothetical protein
1253139	385778987	Clo1313_1643	1917245	1918396	-	383	-	resolvase domain-containing protein
1253140	385778993	Clo1313_1650	1926288	1926494	-	68	-	excisionase family DNA binding domain-containing protein
1253140	385778992	Clo1313_1649	1925487	1926263	-	258	-	hypothetical protein
1253141	385778998	Clo1313_1655	1935618	1937381	+	587	-	PAS/PAC sensor signal transduction histidine kinase
1253141	385778997	Clo1313_1654	1934406	1935590	+	394	-	response regulator receiver protein
1253142	385779000	Clo1313_1657	1939418	1940611	+	397	-	class I and II aminotransferase
1253142	385778999	Clo1313_1656	1937638	1939404	+	588	-	fibronectin-binding A domain-containing protein
1253143	385779004	Clo1313_1661	1944753	1945415	-	220	-	ribulose-phosphate 3-epimerase
1253143	385779003	Clo1313_1660	1944102	1944740	-	212	-	thiamine pyrophosphokinase
1253144	385779014	Clo1313_1671	1954878	1957325	-	815	-	primosomal protein N'
1253144	385779013	Clo1313_1670	1954319	1954831	-	170	-	peptide deformylase
1253144	385779012	Clo1313_1669	1953325	1954302	-	325	-	methionyl-tRNA formyltransferase
1253144	385779011	Clo1313_1668	1952580	1953350	-	256	-	hypothetical protein
1253144	385779010	Clo1313_1667	1951880	1952563	-	227	-	peptidase membrane zinc metallopeptidase
1253144	385779009	Clo1313_1666	1950513	1951880	-	455	-	sun protein
1253144	385779008	Clo1313_1665	1949462	1950511	-	349	-	radical SAM enzyme, Cfr family
1253144	385779007	Clo1313_1664	1948660	1949397	-	245	-	protein serine/threonine phosphatase
1253144	385779006	Clo1313_1663	1946478	1948589	-	703	-	serine/threonine protein kinase with PASTA sensor(s)
1253144	385779005	Clo1313_1662	1945574	1946458	-	294	-	ribosome small subunit-dependent GTPase A
1253145	385779019	Clo1313_1676	1960065	1961156	-	363	-	ApbE family lipoprotein
1253145	385779018	Clo1313_1675	1959701	1960081	-	126	-	hypothetical protein
1253146	385779023	Clo1313_1680	1965253	1966023	-	256	-	polysaccharide deacetylase
1253146	385779022	Clo1313_1679	1964491	1965225	-	244	-	Mur ligase middle domain-containing protein
1253147	385779029	Clo1313_1686	1975267	1976931	+	554	-	AMP-dependent synthetase and ligase
1253147	385779028	Clo1313_1685	1974700	1975251	+	183	-	cupin
1253148	385779033	Clo1313_1690	1980837	1981793	-	318	-	periplasmic solute binding protein
