# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	842636	844033	+	WP_003511746.1	WP_003511746.1		Trk system potassium transporter TrkA			CLO1313_RS03790	1398	465	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	844080	845531	+							CLO1313_RS03795	1452		old_locus_tag=Clo1313_0733
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	844080	845531	+	WP_003511748.1	WP_003511748.1		TrkH family potassium uptake protein			CLO1313_RS03795	1452	483	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	845613	846692	+							CLO1313_RS03800	1080		old_locus_tag=Clo1313_0734
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	845613	846692	+	WP_003516107.1	WP_003516107.1		tRNA-guanine transglycosylase			CLO1313_RS03800	1080	359	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	846764	848515	+							CLO1313_RS03805	1752		old_locus_tag=Clo1313_0735
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	846764	848515	+	WP_003511751.1	WP_003511751.1		B12-binding domain-containing radical SAM protein			CLO1313_RS03805	1752	583	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	848537	848959	-							CLO1313_RS03810	423		old_locus_tag=Clo1313_0736
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	848537	848959	-	WP_003511753.1	WP_003511753.1		ATP-binding protein			CLO1313_RS03810	423	140	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	849275	850762	+							CLO1313_RS03815	1488		old_locus_tag=Clo1313_0737
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	849275	850762	+	WP_003516105.1	WP_003516105.1		copper amine oxidase			CLO1313_RS03815	1488	495	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	850912	851613	+							CLO1313_RS03820	702		old_locus_tag=Clo1313_0738
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	850912	851613	+	WP_003516103.1	WP_003516103.1		hypothetical protein			CLO1313_RS03820	702	233	
gene	pseudogene	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	851647	853789	+							CLO1313_RS03825	2143		pseudo;old_locus_tag=Clo1313_0739
CDS	without_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	851647	853789	+				ATP-dependent RecD-like DNA helicase			CLO1313_RS03825	2143		pseudo
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	853970	855190	+							CLO1313_RS03830	1221		old_locus_tag=Clo1313_0740
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	853970	855190	+	WP_003511777.1	WP_003511777.1		chromosome partitioning ATPase			CLO1313_RS03830	1221	406	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	855334	855963	-							CLO1313_RS03835	630		old_locus_tag=Clo1313_0741
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	855334	855963	-	WP_003511778.1	WP_003511778.1		hypothetical protein			CLO1313_RS03835	630	209	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	856187	856897	+							CLO1313_RS03840	711		old_locus_tag=Clo1313_0742
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	856187	856897	+	WP_003511780.1	WP_003511780.1		phospholipase C			CLO1313_RS03840	711	236	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	857170	857820	-							CLO1313_RS03845	651		old_locus_tag=Clo1313_0743
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	857170	857820	-	WP_003511783.1	WP_003511783.1		sporulation protein			CLO1313_RS03845	651	216	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	858028	858453	+							CLO1313_RS03850	426		old_locus_tag=Clo1313_0744
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	858028	858453	+	WP_003511785.1	WP_003511785.1		hypothetical protein			CLO1313_RS03850	426	141	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	858536	859897	-							CLO1313_RS03855	1362		old_locus_tag=Clo1313_0745
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	858536	859897	-	WP_003511787.1	WP_003511787.1		DUF1015 domain-containing protein			CLO1313_RS03855	1362	453	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	860150	860704	+							CLO1313_RS03860	555		old_locus_tag=Clo1313_0746
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	860150	860704	+	WP_003511789.1	WP_003511789.1		photosystem reaction center subunit H			CLO1313_RS03860	555	184	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	860709	860894	+							CLO1313_RS03865	186		old_locus_tag=Clo1313_0747
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	860709	860894	+	WP_003511791.1	WP_003511791.1		YtxH domain-containing protein			CLO1313_RS03865	186	61	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	861082	862131	+							CLO1313_RS03870	1050		old_locus_tag=Clo1313_0748
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	861082	862131	+	WP_003516098.1	WP_003516098.1		AI-2E family transporter			CLO1313_RS03870	1050	349	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	862402	865044	+							CLO1313_RS03875	2643		old_locus_tag=Clo1313_0749
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	862402	865044	+	WP_003516096.1	WP_003516096.1		alanine--tRNA ligase			CLO1313_RS03875	2643	880	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	865903	866652	+							CLO1313_RS03880	750		old_locus_tag=Clo1313_0750
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	865903	866652	+	WP_003516093.1	WP_003516093.1		CRISPR-associated protein			CLO1313_RS03880	750	249	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	866735	867445	+							CLO1313_RS03885	711		old_locus_tag=Clo1313_0751
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	866735	867445	+	WP_003516091.1	WP_003516091.1		hypothetical protein			CLO1313_RS03885	711	236	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	867468	867719	+							CLO1313_RS03890	252		old_locus_tag=Clo1313_0752
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	867468	867719	+	WP_003516089.1	WP_003516089.1		hypothetical protein			CLO1313_RS03890	252	83	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	867735	868721	+							CLO1313_RS03895	987		old_locus_tag=Clo1313_0753
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	867735	868721	+	WP_003521386.1	WP_003521386.1		hypothetical protein			CLO1313_RS03895	987	328	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	868711	869700	+							CLO1313_RS03900	990		old_locus_tag=Clo1313_0754
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	868711	869700	+	WP_003521384.1	WP_003521384.1		hypothetical protein			CLO1313_RS03900	990	329	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	869720	871225	+							CLO1313_RS03905	1506		old_locus_tag=Clo1313_0755
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	869720	871225	+	WP_003516080.1	WP_003516080.1		hypothetical protein			CLO1313_RS03905	1506	501	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	871226	871891	+							CLO1313_RS03910	666		old_locus_tag=Clo1313_0756
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	871226	871891	+	WP_003516078.1	WP_003516078.1		hypothetical protein			CLO1313_RS03910	666	221	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	871884	873485	+							CLO1313_RS03915	1602		old_locus_tag=Clo1313_0757
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	871884	873485	+	WP_003516077.1	WP_003516077.1		hypothetical protein			CLO1313_RS03915	1602	533	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	873485	874867	+							CLO1313_RS03920	1383		old_locus_tag=Clo1313_0758
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	873485	874867	+	WP_003516075.1	WP_003516075.1		hypothetical protein			CLO1313_RS03920	1383	460	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	874864	875331	+							CLO1313_RS03925	468		old_locus_tag=Clo1313_0759
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	874864	875331	+	WP_003516073.1	WP_003516073.1		hypothetical protein			CLO1313_RS03925	468	155	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	875336	877414	+							CLO1313_RS03930	2079		old_locus_tag=Clo1313_0760
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	875336	877414	+	WP_003516071.1	WP_003516071.1		TIGR03986 family CRISPR-associated RAMP protein			CLO1313_RS03930	2079	692	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	877414	877593	+							CLO1313_RS03935	180		old_locus_tag=Clo1313_0761
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	877414	877593	+	WP_003521380.1	WP_003521380.1		hypothetical protein			CLO1313_RS03935	180	59	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	877637	879103	+							CLO1313_RS03940	1467		old_locus_tag=Clo1313_0762
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	877637	879103	+	WP_003516061.1	WP_003516061.1		TIGR02710 family CRISPR-associated protein			CLO1313_RS03940	1467	488	
gene	pseudogene	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	879674	880669	+					cas1		CLO1313_RS03945	996		pseudo
CDS	without_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	879674	880669	+				CRISPR-associated endonuclease Cas1	cas1		CLO1313_RS03945	996		pseudo
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	880663	880953	+					cas2		CLO1313_RS03950	291		old_locus_tag=Clo1313_0764
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	880663	880953	+	WP_003516055.1	WP_003516055.1		CRISPR-associated endonuclease Cas2	cas2		CLO1313_RS03950	291	96	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	880928	881557	+					cas4		CLO1313_RS03955	630		old_locus_tag=Clo1313_0765
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	880928	881557	+	WP_003516053.1	WP_003516053.1		CRISPR-associated protein Cas4	cas4		CLO1313_RS03955	630	209	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	881640	882863	+							CLO1313_RS03960	1224		old_locus_tag=Clo1313_0766
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	881640	882863	+	WP_003512622.1	WP_003512622.1		IS256 family transposase ISCth4			CLO1313_RS03960	1224	407	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	883054	883302	-							CLO1313_RS03965	249		old_locus_tag=Clo1313_0767
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	883054	883302	-	WP_014522598.1	WP_014522598.1		hypothetical protein			CLO1313_RS03965	249	82	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	883413	883637	-							CLO1313_RS15560	225		old_locus_tag=Clo1313_0768
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	883413	883637	-	WP_003511840.1	WP_003511840.1		tetratricopeptide repeat protein			CLO1313_RS15560	225	74	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	884379	885026	+							CLO1313_RS03970	648		old_locus_tag=Clo1313_0769
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	884379	885026	+	WP_003520010.1	WP_003520010.1		hypothetical protein			CLO1313_RS03970	648	215	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	885163	885960	+							CLO1313_RS03975	798		old_locus_tag=Clo1313_0770
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	885163	885960	+	WP_003519514.1	WP_003519514.1		hypothetical protein			CLO1313_RS03975	798	265	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	886002	886499	+							CLO1313_RS03980	498		old_locus_tag=Clo1313_0771
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	886002	886499	+	WP_003519513.1	WP_003519513.1		hypothetical protein			CLO1313_RS03980	498	165	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	887009	887869	+							CLO1313_RS03985	861		old_locus_tag=Clo1313_0772
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	887009	887869	+	WP_003519512.1	WP_003519512.1		hypothetical protein			CLO1313_RS03985	861	286	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	888113	889264	-							CLO1313_RS03990	1152		old_locus_tag=Clo1313_0773
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	888113	889264	-	WP_011838186.1	WP_011838186.1		IS3 family transposase			CLO1313_RS03990	1152	383	
gene	pseudogene	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	889415	889654	+							CLO1313_RS15795	240		partial;pseudo;old_locus_tag=Clo1313_0775
CDS	without_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	889415	889654	+				hypothetical protein			CLO1313_RS15795	240		partial;pseudo
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	890033	890545	+							CLO1313_RS03995	513		old_locus_tag=Clo1313_0777
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	890033	890545	+	WP_003511856.1	WP_003511856.1		DUF5104 domain-containing protein			CLO1313_RS03995	513	170	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	890792	891580	+							CLO1313_RS04000	789		old_locus_tag=Clo1313_0778
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	890792	891580	+	WP_003519478.1	WP_003519478.1		copper amine oxidase			CLO1313_RS04000	789	262	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	891759	892562	+							CLO1313_RS04005	804		old_locus_tag=Clo1313_0779
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	891759	892562	+	WP_003519477.1	WP_003519477.1		copper amine oxidase			CLO1313_RS04005	804	267	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	892636	893436	+							CLO1313_RS04010	801		old_locus_tag=Clo1313_0780
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	892636	893436	+	WP_003511862.1	WP_003511862.1		copper amine oxidase			CLO1313_RS04010	801	266	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	893453	896383	+							CLO1313_RS04015	2931		old_locus_tag=Clo1313_0781
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	893453	896383	+	WP_003519476.1	WP_003519476.1		hypothetical protein			CLO1313_RS04015	2931	976	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	896654	897133	+							CLO1313_RS04020	480		old_locus_tag=Clo1313_0782
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	896654	897133	+	WP_003519474.1	WP_003519474.1		hypothetical protein			CLO1313_RS04020	480	159	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	897305	903109	+							CLO1313_RS04025	5805		old_locus_tag=Clo1313_0783
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	897305	903109	+	WP_014522599.1	WP_014522599.1		hypothetical protein			CLO1313_RS04025	5805	1934	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	903106	904035	+							CLO1313_RS04030	930		old_locus_tag=Clo1313_0784
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	903106	904035	+	WP_003511872.1	WP_003511872.1		ankyrin repeat domain-containing protein			CLO1313_RS04030	930	309	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	904207	905427	+							CLO1313_RS04035	1221		old_locus_tag=Clo1313_0785
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	904207	905427	+	WP_003512473.1	WP_003512473.1		IS256 family transposase ISCth5			CLO1313_RS04035	1221	406	
gene	pseudogene	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	905784	910817	+							CLO1313_RS04040	5034		partial;pseudo;old_locus_tag=Clo1313_0786
CDS	without_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	905784	910817	+				hypothetical protein			CLO1313_RS04040	5034		partial;pseudo
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	911048	911302	+							CLO1313_RS04045	255		old_locus_tag=Clo1313_0787
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	911048	911302	+	WP_003519621.1	WP_003519621.1		hypothetical protein			CLO1313_RS04045	255	84	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	911381	911614	+							CLO1313_RS04050	234		old_locus_tag=Clo1313_0788
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	911381	911614	+	WP_003519623.1	WP_003519623.1		hypothetical protein			CLO1313_RS04050	234	77	
gene	pseudogene	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	911627	911848	+							CLO1313_RS04055	222		partial;pseudo;old_locus_tag=Clo1313_0789
CDS	without_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	911627	911848	+				hypothetical protein			CLO1313_RS04055	222		partial;pseudo
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	912061	913284	-							CLO1313_RS04060	1224		old_locus_tag=Clo1313_0790
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	912061	913284	-	WP_003512622.1	WP_003512622.1		IS256 family transposase ISCth4			CLO1313_RS04060	1224	407	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	913350	914921	-							CLO1313_RS04065	1572		old_locus_tag=Clo1313_0791
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	913350	914921	-	WP_003520287.1	WP_003520287.1		(2Fe-2S)-binding protein			CLO1313_RS04065	1572	523	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	915336	916859	+							CLO1313_RS04070	1524		old_locus_tag=Clo1313_0792
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	915336	916859	+	WP_003519243.1	WP_003519243.1		hypothetical protein			CLO1313_RS04070	1524	507	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	917059	917868	+							CLO1313_RS04075	810		old_locus_tag=Clo1313_0793
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	917059	917868	+	WP_003519241.1	WP_003519241.1		amino acid ABC transporter substrate-binding protein			CLO1313_RS04075	810	269	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	917952	918614	+							CLO1313_RS04080	663		old_locus_tag=Clo1313_0794
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	917952	918614	+	WP_003519238.1	WP_003519238.1		amino acid ABC transporter permease			CLO1313_RS04080	663	220	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	918629	919414	+							CLO1313_RS04085	786		old_locus_tag=Clo1313_0795
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	918629	919414	+	WP_003519236.1	WP_003519236.1		amino acid ABC transporter ATP-binding protein			CLO1313_RS04085	786	261	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	919593	920267	+							CLO1313_RS04090	675		old_locus_tag=Clo1313_0796
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	919593	920267	+	WP_003519233.1	WP_003519233.1		DNA alkylation repair protein			CLO1313_RS04090	675	224	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	920433	920822	+							CLO1313_RS04095	390		old_locus_tag=Clo1313_0797
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	920433	920822	+	WP_003519231.1	WP_003519231.1		zinc ribbon domain-containing protein			CLO1313_RS04095	390	129	
gene	pseudogene	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	920868	921137	+							CLO1313_RS04100	270		partial;pseudo
CDS	without_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	920868	921137	+				hydrolase			CLO1313_RS04100	270		partial;pseudo
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	921310	922965	-							CLO1313_RS04105	1656		old_locus_tag=Clo1313_0799
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	921310	922965	-	WP_003519228.1	WP_003519228.1		membrane protein			CLO1313_RS04105	1656	551	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	923450	923923	+							CLO1313_RS04110	474		old_locus_tag=Clo1313_0800
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	923450	923923	+	WP_003519227.1	WP_003519227.1		N-acetyltransferase			CLO1313_RS04110	474	157	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	924127	924912	+							CLO1313_RS04115	786		old_locus_tag=Clo1313_0801
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	924127	924912	+	WP_003519219.1	WP_003519219.1		hypothetical protein			CLO1313_RS04115	786	261	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	925215	925673	+							CLO1313_RS04120	459		old_locus_tag=Clo1313_0802
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	925215	925673	+	WP_003519210.1	WP_003519210.1		MarR family transcriptional regulator			CLO1313_RS04120	459	152	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	925670	927082	+							CLO1313_RS04125	1413		old_locus_tag=Clo1313_0803
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	925670	927082	+	WP_003519208.1	WP_003519208.1		MATE family efflux transporter			CLO1313_RS04125	1413	470	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	927427	927963	+							CLO1313_RS04130	537		old_locus_tag=Clo1313_0804
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	927427	927963	+	WP_003519206.1	WP_003519206.1		hypothetical protein			CLO1313_RS04130	537	178	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	928308	930845	-							CLO1313_RS04135	2538		old_locus_tag=Clo1313_0805
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	928308	930845	-	WP_003519204.1	WP_003519204.1		TIR domain-containing protein			CLO1313_RS04135	2538	845	
gene	pseudogene	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	931133	931322	+							CLO1313_RS15565	190		partial;pseudo;old_locus_tag=Clo1313_0806
CDS	without_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	931133	931322	+				TetR family transcriptional regulator			CLO1313_RS15565	190		partial;pseudo
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	931479	931724	+							CLO1313_RS04140	246		old_locus_tag=Clo1313_0807
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	931479	931724	+	WP_003519202.1	WP_003519202.1		AraC family transcriptional regulator			CLO1313_RS04140	246	81	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	931985	932410	+							CLO1313_RS04145	426		
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	931985	932410	+	WP_003519199.1	WP_003519199.1		N-acetyltransferase			CLO1313_RS04145	426	141	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	932793	933716	+							CLO1313_RS04150	924		old_locus_tag=Clo1313_0809
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	932793	933716	+	WP_003519198.1	WP_003519198.1		DUF2935 domain-containing protein			CLO1313_RS04150	924	307	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	933833	934765	+							CLO1313_RS04155	933		
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	933833	934765	+	WP_003519196.1	WP_003519196.1		hypothetical protein			CLO1313_RS04155	933	310	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	934744	935352	+							CLO1313_RS04160	609		
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	934744	935352	+	WP_003519194.1	WP_003519194.1		hypothetical protein			CLO1313_RS04160	609	202	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	935333	935557	+							CLO1313_RS04165	225		
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	935333	935557	+	WP_003519192.1	WP_003519192.1		hypothetical protein			CLO1313_RS04165	225	74	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	935681	936025	+							CLO1313_RS04170	345		
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	935681	936025	+	WP_003519190.1	WP_003519190.1		hypothetical protein			CLO1313_RS04170	345	114	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	936233	936736	+							CLO1313_RS04175	504		old_locus_tag=Clo1313_0811
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	936233	936736	+	WP_003519189.1	WP_003519189.1		DNA-directed RNA polymerase sigma-70 factor			CLO1313_RS04175	504	167	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	936738	937640	+							CLO1313_RS04180	903		old_locus_tag=Clo1313_0812
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	936738	937640	+	WP_003519188.1	WP_003519188.1		anti-sigma-V factor rsiV			CLO1313_RS04180	903	300	
