Protein_Accession	MD5	Seq_Len	Analysis	Signature_Accession	Signature_Descr	Start_location	Stop_location	Score (Eval)	Match	Date	InterPro_annot	InterPro_desc	GO_annot	Pathways_annot
WP_003517243.1	d0d69ceba374f5360af1257e47bc35d8	358	ProSitePatterns	PS00716	Sigma-70 factors family signature 2.	318	344	-	T	20-06-2018	IPR000943	RNA polymerase sigma-70	GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987	
WP_003517243.1	d0d69ceba374f5360af1257e47bc35d8	358	SUPERFAMILY	SSF88659		198	272	4.80E-24	T	20-06-2018	IPR013324	"RNA polymerase sigma factor, region 3/4"	GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987	
WP_003517243.1	d0d69ceba374f5360af1257e47bc35d8	358	Gene3D	G3DSA:1.10.10.10		287	358	4.80E-32	T	20-06-2018	IPR036388	Winged helix-like DNA-binding domain superfamily		
WP_003517243.1	d0d69ceba374f5360af1257e47bc35d8	358	PANTHER	PTHR30603		62	117	4.20E-150	T	20-06-2018				
WP_003517243.1	d0d69ceba374f5360af1257e47bc35d8	358	PANTHER	PTHR30603		120	358	4.20E-150	T	20-06-2018				
WP_003517243.1	d0d69ceba374f5360af1257e47bc35d8	358	ProSitePatterns	PS00715	Sigma-70 factors family signature 1.	149	162	-	T	20-06-2018	IPR000943	RNA polymerase sigma-70	GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987	
WP_003517243.1	d0d69ceba374f5360af1257e47bc35d8	358	SUPERFAMILY	SSF88946		86	195	1.22E-54	T	20-06-2018	IPR013325	"RNA polymerase sigma factor, region 2"	GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987	
WP_003517243.1	d0d69ceba374f5360af1257e47bc35d8	358	TIGRFAM	TIGR02393	RpoD_Cterm: RNA polymerase sigma factor RpoD	121	357	5.50E-124	T	20-06-2018	IPR012760	"RNA polymerase sigma factor RpoD, C-terminal"	GO:0003677|GO:0006352|GO:0006355|GO:0016987	
WP_003517243.1	d0d69ceba374f5360af1257e47bc35d8	358	Gene3D	G3DSA:1.10.10.10		195	245	3.20E-23	T	20-06-2018	IPR036388	Winged helix-like DNA-binding domain superfamily		
WP_003517243.1	d0d69ceba374f5360af1257e47bc35d8	358	Pfam	PF03979	"Sigma-70 factor, region 1.1"	8	73	1.10E-18	T	20-06-2018	IPR007127	"RNA polymerase sigma factor 70, region 1.1"	GO:0003677|GO:0006355	
WP_003517243.1	d0d69ceba374f5360af1257e47bc35d8	358	Coils	Coil		319	339	-	T	20-06-2018				
WP_003517243.1	d0d69ceba374f5360af1257e47bc35d8	358	Hamap	MF_00963	RNA polymerase sigma factor RpoD [rpoD].	1	358	34.816	T	20-06-2018	IPR028630	RNA polymerase sigma factor RpoD	GO:0006352|GO:0016987	
WP_003517243.1	d0d69ceba374f5360af1257e47bc35d8	358	SUPERFAMILY	SSF88659		255	357	1.42E-30	T	20-06-2018	IPR013324	"RNA polymerase sigma factor, region 3/4"	GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987	
WP_003517243.1	d0d69ceba374f5360af1257e47bc35d8	358	Pfam	PF00140	"Sigma-70 factor, region 1.2"	87	119	2.00E-19	T	20-06-2018	IPR009042	RNA polymerase sigma-70 region 1.2	GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987	
WP_003517243.1	d0d69ceba374f5360af1257e47bc35d8	358	Gene3D	G3DSA:1.10.601.10		71	194	1.30E-76	T	20-06-2018				
WP_003517243.1	d0d69ceba374f5360af1257e47bc35d8	358	Gene3D	G3DSA:1.10.601.10		2	70	6.00E-04	T	20-06-2018				
WP_003517243.1	d0d69ceba374f5360af1257e47bc35d8	358	Pfam	PF04545	"Sigma-70, region 4"	293	346	4.10E-20	T	20-06-2018	IPR007630	RNA polymerase sigma-70 region 4	GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987	
WP_003517243.1	d0d69ceba374f5360af1257e47bc35d8	358	PANTHER	PTHR30603:SF42		62	117	4.20E-150	T	20-06-2018				
WP_003517243.1	d0d69ceba374f5360af1257e47bc35d8	358	PANTHER	PTHR30603:SF42		120	358	4.20E-150	T	20-06-2018				
WP_003517243.1	d0d69ceba374f5360af1257e47bc35d8	358	Pfam	PF04539	Sigma-70 region 3	204	280	2.10E-32	T	20-06-2018	IPR007624	RNA polymerase sigma-70 region 3	GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987	
WP_003517243.1	d0d69ceba374f5360af1257e47bc35d8	358	TIGRFAM	TIGR02937	"sigma70-ECF: RNA polymerase sigma factor, sigma-70 family"	121	346	1.20E-39	T	20-06-2018	IPR014284	RNA polymerase sigma-70 like domain	GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987	
WP_003517243.1	d0d69ceba374f5360af1257e47bc35d8	358	PRINTS	PR00046	Major sigma-70 factor signature	173	181	2.00E-32	T	20-06-2018	IPR000943	RNA polymerase sigma-70	GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987	
WP_003517243.1	d0d69ceba374f5360af1257e47bc35d8	358	PRINTS	PR00046	Major sigma-70 factor signature	333	344	2.00E-32	T	20-06-2018	IPR000943	RNA polymerase sigma-70	GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987	
WP_003517243.1	d0d69ceba374f5360af1257e47bc35d8	358	PRINTS	PR00046	Major sigma-70 factor signature	297	309	2.00E-32	T	20-06-2018	IPR000943	RNA polymerase sigma-70	GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987	
WP_003517243.1	d0d69ceba374f5360af1257e47bc35d8	358	PRINTS	PR00046	Major sigma-70 factor signature	149	162	2.00E-32	T	20-06-2018	IPR000943	RNA polymerase sigma-70	GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987	
WP_003517243.1	d0d69ceba374f5360af1257e47bc35d8	358	PRINTS	PR00046	Major sigma-70 factor signature	318	333	2.00E-32	T	20-06-2018	IPR000943	RNA polymerase sigma-70	GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987	
WP_003515284.1	0575d841649b0bd5da3b8d148351c4cb	1468	ProSiteProfiles	PS51272	S-layer homology (SLH) domain profile.	146	209	16.786	T	20-06-2018	IPR001119	S-layer homology domain		
WP_003515284.1	0575d841649b0bd5da3b8d148351c4cb	1468	Gene3D	G3DSA:2.60.120.200		409	675	1.80E-84	T	20-06-2018				
WP_003515284.1	0575d841649b0bd5da3b8d148351c4cb	1468	SUPERFAMILY	SSF49785		688	849	1.94E-37	T	20-06-2018	IPR008979	Galactose-binding-like domain superfamily		
WP_003515284.1	0575d841649b0bd5da3b8d148351c4cb	1468	SUPERFAMILY	SSF49899		416	672	1.95E-78	T	20-06-2018	IPR013320	Concanavalin A-like lectin/glucanase domain superfamily		
WP_003515284.1	0575d841649b0bd5da3b8d148351c4cb	1468	Gene3D	G3DSA:2.60.120.260		1320	1468	2.30E-20	T	20-06-2018	IPR008979	Galactose-binding-like domain superfamily		
WP_003515284.1	0575d841649b0bd5da3b8d148351c4cb	1468	SUPERFAMILY	SSF49785		1177	1319	1.08E-29	T	20-06-2018	IPR008979	Galactose-binding-like domain superfamily		
WP_003515284.1	0575d841649b0bd5da3b8d148351c4cb	1468	SUPERFAMILY	SSF49785		870	1014	3.83E-34	T	20-06-2018	IPR008979	Galactose-binding-like domain superfamily		
WP_003515284.1	0575d841649b0bd5da3b8d148351c4cb	1468	Gene3D	G3DSA:2.60.120.260		853	1022	1.80E-24	T	20-06-2018	IPR008979	Galactose-binding-like domain superfamily		
WP_003515284.1	0575d841649b0bd5da3b8d148351c4cb	1468	Pfam	PF00395	S-layer homology domain	88	129	5.30E-10	T	20-06-2018	IPR001119	S-layer homology domain		
WP_003515284.1	0575d841649b0bd5da3b8d148351c4cb	1468	Pfam	PF00395	S-layer homology domain	148	191	1.90E-12	T	20-06-2018	IPR001119	S-layer homology domain		
WP_003515284.1	0575d841649b0bd5da3b8d148351c4cb	1468	Pfam	PF00395	S-layer homology domain	31	70	3.40E-11	T	20-06-2018	IPR001119	S-layer homology domain		
WP_003515284.1	0575d841649b0bd5da3b8d148351c4cb	1468	ProSiteProfiles	PS51762	Glycosyl hydrolases family 16 (GH16) domain profile.	409	673	33.239	T	20-06-2018	IPR000757	Glycoside hydrolase family 16	GO:0004553|GO:0005975	
WP_003515284.1	0575d841649b0bd5da3b8d148351c4cb	1468	Pfam	PF00722	Glycosyl hydrolases family 16	459	666	1.60E-34	T	20-06-2018	IPR000757	Glycoside hydrolase family 16	GO:0004553|GO:0005975	
WP_003515284.1	0575d841649b0bd5da3b8d148351c4cb	1468	CDD	cd08023	GH16_laminarinase_like	429	668	4.68E-107	T	20-06-2018				
WP_003515284.1	0575d841649b0bd5da3b8d148351c4cb	1468	ProSiteProfiles	PS51272	S-layer homology (SLH) domain profile.	89	145	12.47	T	20-06-2018	IPR001119	S-layer homology domain		
WP_003515284.1	0575d841649b0bd5da3b8d148351c4cb	1468	MobiDBLite	mobidb-lite	consensus disorder prediction	387	423	-	T	20-06-2018				
WP_003515284.1	0575d841649b0bd5da3b8d148351c4cb	1468	SUPERFAMILY	SSF49785		1021	1173	1.63E-36	T	20-06-2018	IPR008979	Galactose-binding-like domain superfamily		
WP_003515284.1	0575d841649b0bd5da3b8d148351c4cb	1468	ProSiteProfiles	PS51272	S-layer homology (SLH) domain profile.	25	88	16.998	T	20-06-2018	IPR001119	S-layer homology domain		
WP_003515284.1	0575d841649b0bd5da3b8d148351c4cb	1468	Pfam	PF02018	Carbohydrate binding domain	1178	1299	1.20E-20	T	20-06-2018	IPR003305	"Carbohydrate-binding, CenC-like"	GO:0016798	
WP_003515284.1	0575d841649b0bd5da3b8d148351c4cb	1468	Pfam	PF02018	Carbohydrate binding domain	693	834	2.10E-30	T	20-06-2018	IPR003305	"Carbohydrate-binding, CenC-like"	GO:0016798	
WP_003515284.1	0575d841649b0bd5da3b8d148351c4cb	1468	Pfam	PF02018	Carbohydrate binding domain	868	1001	4.10E-23	T	20-06-2018	IPR003305	"Carbohydrate-binding, CenC-like"	GO:0016798	
WP_003515284.1	0575d841649b0bd5da3b8d148351c4cb	1468	Pfam	PF02018	Carbohydrate binding domain	1023	1152	3.90E-26	T	20-06-2018	IPR003305	"Carbohydrate-binding, CenC-like"	GO:0016798	
WP_003515284.1	0575d841649b0bd5da3b8d148351c4cb	1468	Pfam	PF02018	Carbohydrate binding domain	1326	1446	1.90E-21	T	20-06-2018	IPR003305	"Carbohydrate-binding, CenC-like"	GO:0016798	
WP_003515284.1	0575d841649b0bd5da3b8d148351c4cb	1468	Gene3D	G3DSA:2.60.120.260		703	852	2.30E-32	T	20-06-2018	IPR008979	Galactose-binding-like domain superfamily		
WP_003515284.1	0575d841649b0bd5da3b8d148351c4cb	1468	Gene3D	G3DSA:2.60.120.260		1034	1176	1.90E-29	T	20-06-2018	IPR008979	Galactose-binding-like domain superfamily		
WP_003515284.1	0575d841649b0bd5da3b8d148351c4cb	1468	Gene3D	G3DSA:2.60.120.260		1186	1319	4.20E-20	T	20-06-2018	IPR008979	Galactose-binding-like domain superfamily		
WP_003515284.1	0575d841649b0bd5da3b8d148351c4cb	1468	PANTHER	PTHR10963:SF55		406	676	5.70E-46	T	20-06-2018				
WP_003515284.1	0575d841649b0bd5da3b8d148351c4cb	1468	SUPERFAMILY	SSF49785		1324	1467	1.50E-31	T	20-06-2018	IPR008979	Galactose-binding-like domain superfamily		
WP_003515284.1	0575d841649b0bd5da3b8d148351c4cb	1468	PANTHER	PTHR10963		406	676	5.70E-46	T	20-06-2018				
WP_003517494.1	a2e5a19263ccabebcd54190f722e88b1	822	SMART	SM00304		465	517	1.80E-06	T	20-06-2018	IPR003660	HAMP domain	GO:0004871|GO:0007165|GO:0016021	
WP_003517494.1	a2e5a19263ccabebcd54190f722e88b1	822	CDD	cd06225	HAMP	467	514	2.68E-06	T	20-06-2018	IPR003660	HAMP domain	GO:0004871|GO:0007165|GO:0016021	
WP_003517494.1	a2e5a19263ccabebcd54190f722e88b1	822	Gene3D	G3DSA:1.10.287.950		579	822	5.10E-43	T	20-06-2018				
WP_003517494.1	a2e5a19263ccabebcd54190f722e88b1	822	Gene3D	G3DSA:1.10.287.1060		493	578	0.0016	T	20-06-2018				
WP_003517494.1	a2e5a19263ccabebcd54190f722e88b1	822	PANTHER	PTHR32089		391	822	3.30E-82	T	20-06-2018				
WP_003517494.1	a2e5a19263ccabebcd54190f722e88b1	822	SMART	SM00283		546	821	9.00E-39	T	20-06-2018	IPR004089	Methyl-accepting chemotaxis protein (MCP) signalling domain	GO:0004871|GO:0007165|GO:0016020	
WP_003517494.1	a2e5a19263ccabebcd54190f722e88b1	822	Pfam	PF00015	Methyl-accepting chemotaxis protein (MCP) signalling domain	609	773	2.20E-31	T	20-06-2018	IPR004089	Methyl-accepting chemotaxis protein (MCP) signalling domain	GO:0004871|GO:0007165|GO:0016020	
WP_003517494.1	a2e5a19263ccabebcd54190f722e88b1	822	ProSiteProfiles	PS50111	Bacterial chemotaxis sensory transducers domain profile.	536	772	31.26	T	20-06-2018	IPR004089	Methyl-accepting chemotaxis protein (MCP) signalling domain	GO:0004871|GO:0007165|GO:0016020	
WP_003517494.1	a2e5a19263ccabebcd54190f722e88b1	822	Coils	Coil		544	571	-	T	20-06-2018				
WP_003517494.1	a2e5a19263ccabebcd54190f722e88b1	822	PANTHER	PTHR32089:SF87		391	822	3.30E-82	T	20-06-2018				
WP_003517494.1	a2e5a19263ccabebcd54190f722e88b1	822	PANTHER	PTHR32089		73	88	3.30E-82	T	20-06-2018				
WP_003517494.1	a2e5a19263ccabebcd54190f722e88b1	822	Gene3D	G3DSA:3.30.450.20		233	434	3.90E-12	T	20-06-2018				
WP_003517494.1	a2e5a19263ccabebcd54190f722e88b1	822	Pfam	PF02743	Cache domain	99	427	1.00E-52	T	20-06-2018	IPR033479	Double Cache domain 1		
WP_003517494.1	a2e5a19263ccabebcd54190f722e88b1	822	Coils	Coil		765	785	-	T	20-06-2018				
WP_003517494.1	a2e5a19263ccabebcd54190f722e88b1	822	Coils	Coil		607	634	-	T	20-06-2018				
WP_003517494.1	a2e5a19263ccabebcd54190f722e88b1	822	Pfam	PF00672	HAMP domain	468	513	2.10E-06	T	20-06-2018	IPR003660	HAMP domain	GO:0004871|GO:0007165|GO:0016021	
WP_003517494.1	a2e5a19263ccabebcd54190f722e88b1	822	ProSiteProfiles	PS50885	HAMP domain profile.	465	517	9.208	T	20-06-2018	IPR003660	HAMP domain	GO:0004871|GO:0007165|GO:0016021	
WP_003517494.1	a2e5a19263ccabebcd54190f722e88b1	822	SUPERFAMILY	SSF58104		552	821	2.62E-59	T	20-06-2018				
WP_003517494.1	a2e5a19263ccabebcd54190f722e88b1	822	SUPERFAMILY	SSF58104		485	519	2.62E-59	T	20-06-2018				
WP_003517494.1	a2e5a19263ccabebcd54190f722e88b1	822	PANTHER	PTHR32089		73	118	3.30E-82	T	20-06-2018				
WP_003517494.1	a2e5a19263ccabebcd54190f722e88b1	822	PANTHER	PTHR32089:SF87		73	88	3.30E-82	T	20-06-2018				
WP_003517494.1	a2e5a19263ccabebcd54190f722e88b1	822	PANTHER	PTHR32089:SF87		73	118	3.30E-82	T	20-06-2018				
WP_003514675.1	6cc252f8032e5693f49713755bea10a4	134	TIGRFAM	TIGR03632	uS11_bact: ribosomal protein uS11	15	131	2.90E-60	T	20-06-2018	IPR019981	"Ribosomal protein S11, bacterial-type"	GO:0003735|GO:0005622|GO:0005840|GO:0006412	
WP_003514675.1	6cc252f8032e5693f49713755bea10a4	134	Hamap	MF_01310	30S ribosomal protein S11 [rpsK].	9	134	34.905	T	20-06-2018	IPR001971	Ribosomal protein S11	GO:0003735|GO:0005840|GO:0006412	
WP_003514675.1	6cc252f8032e5693f49713755bea10a4	134	SUPERFAMILY	SSF53137		19	134	1.02E-51	T	20-06-2018				
WP_003514675.1	6cc252f8032e5693f49713755bea10a4	134	MobiDBLite	mobidb-lite	consensus disorder prediction	1	24	-	T	20-06-2018				
WP_003514675.1	6cc252f8032e5693f49713755bea10a4	134	PIRSF	PIRSF002131		2	134	5.90E-55	T	20-06-2018	IPR001971	Ribosomal protein S11	GO:0003735|GO:0005840|GO:0006412	
WP_003514675.1	6cc252f8032e5693f49713755bea10a4	134	PANTHER	PTHR11759:SF3		14	134	7.90E-55	T	20-06-2018				
WP_003514675.1	6cc252f8032e5693f49713755bea10a4	134	Gene3D	G3DSA:3.30.420.80		9	134	4.10E-46	T	20-06-2018	IPR036967	Ribosomal protein S11 superfamily	GO:0003735|GO:0005840|GO:0006412	
WP_003514675.1	6cc252f8032e5693f49713755bea10a4	134	PANTHER	PTHR11759		14	134	7.90E-55	T	20-06-2018	IPR001971	Ribosomal protein S11	GO:0003735|GO:0005840|GO:0006412	
WP_003514675.1	6cc252f8032e5693f49713755bea10a4	134	Pfam	PF00411	Ribosomal protein S11	24	133	9.80E-52	T	20-06-2018	IPR001971	Ribosomal protein S11	GO:0003735|GO:0005840|GO:0006412	
WP_003514675.1	6cc252f8032e5693f49713755bea10a4	134	ProSitePatterns	PS00054	Ribosomal protein S11 signature.	102	124	-	T	20-06-2018	IPR018102	"Ribosomal S11, conserved site"		
WP_003517378.1	22ef6d7cac8eeb9c54d9b7abb147955c	236	PANTHER	PTHR30450:SF1		19	232	3.90E-69	T	20-06-2018				
WP_003517378.1	22ef6d7cac8eeb9c54d9b7abb147955c	236	CDD	cd06261	TM_PBP2	31	218	7.83E-12	T	20-06-2018	IPR000515	"ABC transporter type 1, transmembrane domain MetI-like"	GO:0016020|GO:0055085	
WP_003517378.1	22ef6d7cac8eeb9c54d9b7abb147955c	236	PANTHER	PTHR30450		19	232	3.90E-69	T	20-06-2018				
WP_003517378.1	22ef6d7cac8eeb9c54d9b7abb147955c	236	SUPERFAMILY	SSF161098		23	221	4.58E-38	T	20-06-2018	IPR035906	MetI-like superfamily		
WP_003517378.1	22ef6d7cac8eeb9c54d9b7abb147955c	236	ProSiteProfiles	PS50928	ABC transporter integral membrane type-1 domain profile.	28	222	21.797	T	20-06-2018	IPR000515	"ABC transporter type 1, transmembrane domain MetI-like"	GO:0016020|GO:0055085	
WP_003517378.1	22ef6d7cac8eeb9c54d9b7abb147955c	236	Gene3D	G3DSA:1.10.3720.10		16	232	7.60E-30	T	20-06-2018	IPR035906	MetI-like superfamily		
WP_003517378.1	22ef6d7cac8eeb9c54d9b7abb147955c	236	Pfam	PF00528	Binding-protein-dependent transport system inner membrane component	46	215	4.40E-13	T	20-06-2018	IPR000515	"ABC transporter type 1, transmembrane domain MetI-like"	GO:0016020|GO:0055085	
WP_003515754.1	c2b6a82547d14639552e490be272a275	430	MobiDBLite	mobidb-lite	consensus disorder prediction	259	284	-	T	20-06-2018				
WP_003515754.1	c2b6a82547d14639552e490be272a275	430	Gene3D	G3DSA:3.30.70.60		83	231	1.40E-09	T	20-06-2018	IPR014717	Translation elongation factor EF1B/ribosomal protein S6		
WP_003515754.1	c2b6a82547d14639552e490be272a275	430	Coils	Coil		36	80	-	T	20-06-2018				
WP_003515754.1	c2b6a82547d14639552e490be272a275	430	MobiDBLite	mobidb-lite	consensus disorder prediction	171	196	-	T	20-06-2018				
WP_003511666.1	4281720a7065c6560d2fbb86b1683ec0	411	CDD	cd05379	SCP_bacterial	80	204	2.41E-15	T	20-06-2018				
WP_003511666.1	4281720a7065c6560d2fbb86b1683ec0	411	SUPERFAMILY	SSF63446		345	410	8.44E-21	T	20-06-2018	IPR036439	Dockerin domain superfamily	GO:0000272	
WP_003511666.1	4281720a7065c6560d2fbb86b1683ec0	411	ProSitePatterns	PS00018	EF-hand calcium-binding domain.	349	361	-	T	20-06-2018	IPR018247	"EF-Hand 1, calcium-binding site"		
WP_003511666.1	4281720a7065c6560d2fbb86b1683ec0	411	CDD	cd14256	Dockerin_I	347	401	8.89E-19	T	20-06-2018				
WP_003511666.1	4281720a7065c6560d2fbb86b1683ec0	411	Pfam	PF00404	Dockerin type I repeat	381	401	1.60E-06	T	20-06-2018	IPR002105	Dockerin type I repeat	GO:0000272|GO:0004553	
WP_003511666.1	4281720a7065c6560d2fbb86b1683ec0	411	Pfam	PF00404	Dockerin type I repeat	349	369	1.40E-08	T	20-06-2018	IPR002105	Dockerin type I repeat	GO:0000272|GO:0004553	
WP_003511666.1	4281720a7065c6560d2fbb86b1683ec0	411	Gene3D	G3DSA:1.10.1330.10		342	411	5.30E-08	T	20-06-2018				
WP_003511666.1	4281720a7065c6560d2fbb86b1683ec0	411	ProSiteProfiles	PS51766	Dockerin domain profile.	343	409	28.178	T	20-06-2018	IPR016134	Dockerin domain	GO:0000272	
WP_003515616.1	e1ed8e5ff9cf4de2f608e5aa18be36af	486	Gene3D	G3DSA:3.90.1300.10		1	486	4.20E-180	T	20-06-2018	IPR036928	Amidase signature (AS) superfamily		KEGG: 00970+6.3.5.7|MetaCyc: PWY-5921
WP_003515616.1	e1ed8e5ff9cf4de2f608e5aa18be36af	486	SUPERFAMILY	SSF75304		1	481	7.72E-172	T	20-06-2018	IPR036928	Amidase signature (AS) superfamily		KEGG: 00970+6.3.5.7|MetaCyc: PWY-5921
WP_003515616.1	e1ed8e5ff9cf4de2f608e5aa18be36af	486	PANTHER	PTHR11895		5	483	1.00E-216	T	20-06-2018	IPR000120	Amidase	GO:0004040	KEGG: 00970+6.3.5.7|MetaCyc: PWY-5921
WP_003515616.1	e1ed8e5ff9cf4de2f608e5aa18be36af	486	Hamap	MF_00120	Glutamyl-tRNA(Gln) amidotransferase subunit A [gatA].	11	478	95.169	T	20-06-2018	IPR004412	Glutamyl-tRNA(Gln) amidotransferase A subunit	GO:0006412|GO:0030956|GO:0050567	KEGG: 00970+6.3.5.7|MetaCyc: PWY-5921
WP_003515616.1	e1ed8e5ff9cf4de2f608e5aa18be36af	486	PANTHER	PTHR11895:SF141		5	483	1.00E-216	T	20-06-2018				
WP_003515616.1	e1ed8e5ff9cf4de2f608e5aa18be36af	486	ProSitePatterns	PS00571	Amidases signature.	152	183	-	T	20-06-2018	IPR020556	"Amidase, conserved site"		KEGG: 00970+6.3.5.7|MetaCyc: PWY-5921|Reactome: R-HSA-2142753
WP_003515616.1	e1ed8e5ff9cf4de2f608e5aa18be36af	486	Pfam	PF01425	Amidase	24	467	2.40E-164	T	20-06-2018	IPR023631	Amidase signature domain		KEGG: 00970+6.3.5.7|MetaCyc: PWY-5921
WP_003515616.1	e1ed8e5ff9cf4de2f608e5aa18be36af	486	Coils	Coil		48	68	-	T	20-06-2018				
WP_003515616.1	e1ed8e5ff9cf4de2f608e5aa18be36af	486	TIGRFAM	TIGR00132	"gatA: aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, A subunit"	13	478	4.60E-202	T	20-06-2018	IPR004412	Glutamyl-tRNA(Gln) amidotransferase A subunit	GO:0006412|GO:0030956|GO:0050567	KEGG: 00970+6.3.5.7|MetaCyc: PWY-5921
WP_003517366.1	c5838da1ea4a632dad52bde72f982734	179	SUPERFAMILY	SSF55729		2	140	3.99E-32	T	20-06-2018	IPR016181	Acyl-CoA N-acyltransferase		
WP_003517366.1	c5838da1ea4a632dad52bde72f982734	179	ProSiteProfiles	PS51186	Gcn5-related N-acetyltransferase (GNAT) domain profile.	3	153	21.925	T	20-06-2018	IPR000182	GNAT domain	GO:0008080	
WP_003517366.1	c5838da1ea4a632dad52bde72f982734	179	CDD	cd04301	NAT_SF	52	116	1.41E-14	T	20-06-2018				
WP_003517366.1	c5838da1ea4a632dad52bde72f982734	179	PANTHER	PTHR10545		3	152	4.50E-32	T	20-06-2018				
WP_003517366.1	c5838da1ea4a632dad52bde72f982734	179	Gene3D	G3DSA:3.40.630.30		1	157	9.80E-31	T	20-06-2018				
WP_003517366.1	c5838da1ea4a632dad52bde72f982734	179	Pfam	PF00583	Acetyltransferase (GNAT) family	35	135	1.20E-19	T	20-06-2018	IPR000182	GNAT domain	GO:0008080	
WP_003512950.1	126ffb15213ca0237e3116876701abed	1278	ProSiteProfiles	PS50853	Fibronectin type-III domain profile.	698	798	9.555	T	20-06-2018	IPR003961	Fibronectin type III	GO:0005515	
WP_003512950.1	126ffb15213ca0237e3116876701abed	1278	Gene3D	G3DSA:2.60.40.10		789	902	2.20E-07	T	20-06-2018	IPR013783	Immunoglobulin-like fold		
WP_003512950.1	126ffb15213ca0237e3116876701abed	1278	Gene3D	G3DSA:2.60.40.10		157	263	5.80E-04	T	20-06-2018	IPR013783	Immunoglobulin-like fold		
WP_003512950.1	126ffb15213ca0237e3116876701abed	1278	Gene3D	G3DSA:2.60.40.10		265	352	0.39	T	20-06-2018	IPR013783	Immunoglobulin-like fold		
WP_003512950.1	126ffb15213ca0237e3116876701abed	1278	Gene3D	G3DSA:2.60.40.10		596	691	3.80E-06	T	20-06-2018	IPR013783	Immunoglobulin-like fold		
WP_003512950.1	126ffb15213ca0237e3116876701abed	1278	Gene3D	G3DSA:2.60.40.10		362	521	5.10E-05	T	20-06-2018	IPR013783	Immunoglobulin-like fold		
WP_003512950.1	126ffb15213ca0237e3116876701abed	1278	Gene3D	G3DSA:2.60.40.10		705	788	1.20E-06	T	20-06-2018	IPR013783	Immunoglobulin-like fold		
WP_003512950.1	126ffb15213ca0237e3116876701abed	1278	ProSiteProfiles	PS50853	Fibronectin type-III domain profile.	576	691	9.176	T	20-06-2018	IPR003961	Fibronectin type III	GO:0005515	
WP_003512950.1	126ffb15213ca0237e3116876701abed	1278	ProSiteProfiles	PS50853	Fibronectin type-III domain profile.	800	896	9.586	T	20-06-2018	IPR003961	Fibronectin type III	GO:0005515	
WP_003512950.1	126ffb15213ca0237e3116876701abed	1278	Gene3D	G3DSA:2.60.40.10		29	149	7.90E-05	T	20-06-2018	IPR013783	Immunoglobulin-like fold		
WP_003512950.1	126ffb15213ca0237e3116876701abed	1278	SMART	SM00060		385	488	2.7	T	20-06-2018	IPR003961	Fibronectin type III	GO:0005515	
WP_003512950.1	126ffb15213ca0237e3116876701abed	1278	SMART	SM00060		153	349	160	T	20-06-2018	IPR003961	Fibronectin type III	GO:0005515	
WP_003512950.1	126ffb15213ca0237e3116876701abed	1278	SMART	SM00060		582	678	12	T	20-06-2018	IPR003961	Fibronectin type III	GO:0005515	
WP_003512950.1	126ffb15213ca0237e3116876701abed	1278	SMART	SM00060		802	881	76	T	20-06-2018	IPR003961	Fibronectin type III	GO:0005515	
WP_003512950.1	126ffb15213ca0237e3116876701abed	1278	SMART	SM00060		46	137	100	T	20-06-2018	IPR003961	Fibronectin type III	GO:0005515	
WP_003512950.1	126ffb15213ca0237e3116876701abed	1278	SMART	SM00060		699	782	0.031	T	20-06-2018	IPR003961	Fibronectin type III	GO:0005515	
WP_003512950.1	126ffb15213ca0237e3116876701abed	1278	CDD	cd00063	FN3	653	688	0.00102808	T	20-06-2018	IPR003961	Fibronectin type III	GO:0005515	
WP_003512950.1	126ffb15213ca0237e3116876701abed	1278	CDD	cd00063	FN3	699	795	0.00365765	T	20-06-2018	IPR003961	Fibronectin type III	GO:0005515	
WP_003512950.1	126ffb15213ca0237e3116876701abed	1278	SUPERFAMILY	SSF49265		647	781	1.95E-12	T	20-06-2018	IPR036116	Fibronectin type III superfamily	GO:0005515	
WP_003512660.1	9fb4835c43caea342df21d389bdd423e	444	SUPERFAMILY	SSF53223		4	193	2.88E-78	T	20-06-2018				
WP_003512660.1	9fb4835c43caea342df21d389bdd423e	444	Gene3D	G3DSA:3.40.50.720		206	370	2.90E-46	T	20-06-2018				
